FID,FID_1,CODE_MECAN,RESEAU,COMMUNE,PROVINCE,NOM_REGION,ADRESSE,XX,XY,OBJECTID,ID,NAME,TOTPOP_CY
1446,1550,80200,BZOU,BZOU,AZILAL,SETTAT,Quartier Administratif bzou 22250 AZILAL,-7.052000000000000,32.090000000000003,59,2301,Azilal,546622
1447,1551,82300,AFOURER,AFOURAR,AZILAL,SETTAT,Quartier Administratif centre Afourer 22052 AZILAL,-6.533000000000000,32.203000000000003,59,2301,Azilal,546622
1448,1559,80300,TABANNT,TABANT,AZILAL,SETTAT,Quartier Administratif tabant   22452 AZILAL,-6.433000000000000,31.654000000000000,59,2301,Azilal,546622
1449,1561,80800,TAGUELFT,TAGLEFT,AZILAL,SETTAT,Quartier Administratif tagleft   22502 AZILAL,-6.135000000000000,32.229999999999997,59,2301,Azilal,546622
1450,1562,80100,TANANNT,TANANT,AZILAL,SETTAT,Quartier Administratif tanant   22552 AZILAL,-6.939000000000000,31.859999999999999,59,2301,Azilal,546622
1451,1563,82700,TILOUGGUITE,TILOUGGUITE,AZILAL,SETTAT,Quartier Administratif tilougguite   22602 AZILAL,-6.203000000000000,32.030000000000001,59,2301,Azilal,546622
1452,1564,80900,ZAOUIA AHENSAL,ZAOUIAT AHANSAL,AZILAL,SETTAT,Quartier Administratif zaouiat ahansal 22002 AZILAL,-6.111000000000000,31.835999999999999,59,2301,Azilal,546622
1453,0,82010,BENI MELLAL BD LAAYOUNE,BENI MELLAL,BENI MELLAL,SETTAT, BOULEVARD LAAYOUNE 23015 BENI MELLAL,-6.353000000000000,32.340000000000003,60,2302,Béni Mellal,534292
1454,79,82400,BENI MELLAL AIN ASSERDOUNE,BENI MELLAL,BENI MELLAL,SETTAT,Angle Bd. Mohamed V et Bd Laoune 23002 Beni Mellal,-6.345000000000000,32.340000000000003,60,2302,Béni Mellal,534292
1455,136,86000,KASBA TADLA PPAL,KASBA TADLA,BENI MELLAL,SETTAT,Avenue 20 Aout 23353 Kasba Tadla,-6.271000000000000,32.600000000000001,60,2302,Béni Mellal,534292
1456,180,86500,EL KSIBA MASSIRA,EL KSIBA,BENI MELLAL,SETTAT,avenue la marche verte El ksiba 23152 EL KSIBA,-6.040000000000000,32.569000000000003,60,2302,Béni Mellal,534292
1457,199,82000,BENI MELLAL PPAL,BENI MELLAL,BENI MELLAL,SETTAT,Avenue Mohamed V Immeuble de la Poste Beni mellal 23013 BENI MELLAL,-6.359000000000000,32.334000000000003,60,2302,Béni Mellal,534292
1458,222,82062,BENI MELLAL SIDI ABDELHALIM,BENI MELLAL,BENI MELLAL,SETTAT,n°65 angle Bd 2 mars et rue tarik ibnou ziad 23014 BENI MELLAL,-6.349000000000000,32.335000000000001,60,2302,Béni Mellal,534292
1459,242,86200,ZAOUIA ECHCHEIKH,ZAOUIAT CHEIKH,BENI MELLAL,SETTAT,Bd El Massira Al khadra 23702 ZAOUIAT CHEIKH,-5.915000000000000,32.651000000000003,60,2302,Béni Mellal,534292
1460,264,81700,BENI MELLAL OULAD HAMDANE,BENI MELLAL,BENI MELLAL,SETTAT,Bd Ibn Khaldoune Oulad Hamdane 23004 Beni Mellal,-6.367000000000000,32.335999999999999,60,2302,Béni Mellal,534292
1461,366,86300,ARHBALA,AGHBALA,BENI MELLAL,SETTAT,Centre Arhbala. Quartier Administratif   23052 BENI MELLAL,-5.648000000000000,32.472999999999999,60,2302,Béni Mellal,534292
1462,407,81400,FOUM EL ANSER,FOUM EL ANCEUR,BENI MELLAL,SETTAT,Centre Foum El Anser   23252 BENI MELLAL,-6.255000000000000,32.372000000000000,60,2302,Béni Mellal,534292
1463,409,79900,FOUM OUDI,FOUM OUDI,BENI MELLAL,SETTAT,Centre Foum Oudi 23006 BENI MELLAL,-6.424000000000000,32.273000000000003,60,2302,Béni Mellal,534292
1464,451,81800,OULED MBAREK,OULAD M BAREK,BENI MELLAL,SETTAT,Centre Oulad M'Barek 23452 BENI MELLAL,-6.454000000000000,32.274000000000001,60,2302,Béni Mellal,534292
1465,454,81900,OULED YAICHE,OULAD YAICH,BENI MELLAL,SETTAT,Centre Oulad Yaiche 23502 BENI MELLAL,-6.329000000000000,32.436000000000000,60,2302,Béni Mellal,534292
1466,474,81500,SIDI JABER,SIDI JABER,BENI MELLAL,SETTAT,Centre Sidi Jaber 23602 BENI MELLAL,-6.451000000000000,32.369999999999997,60,2302,Béni Mellal,534292
1467,492,82600,TAGHZIRT,TAGHZIRT,BENI MELLAL,SETTAT,Centre taghzirte   23652 BENI MELLAL,-6.170000000000000,32.423000000000002,60,2302,Béni Mellal,534292
1468,758,86331,BOUTFARDA,BOUTFERDA,BENI MELLAL,SETTAT,commune BOUTFERDA  23072 BENI MELLAL,-5.828000000000000,32.353999999999999,60,2302,Béni Mellal,534292
1469,787,82632,RHORM EL ALEM,DIR EL KSIBA,BENI MELLAL,SETTAT,commune DIR EL KSIBA  23673 BENI MELLAL,-6.154000000000000,32.526000000000003,60,2302,Béni Mellal,534292
1470,837,86031,GUETTAYA,GUETTAYA,BENI MELLAL,SETTAT,commune GUETTAYA  23372 BENI MELLAL,-6.281000000000000,32.555000000000000,60,2302,Béni Mellal,534292
1471,838,86034,DOUAR AIT ALI,GUETTAYA,BENI MELLAL,SETTAT,commune GUETTAYA  23376 BENI MELLAL,-6.226000000000000,32.521999999999998,60,2302,Béni Mellal,534292
1472,1090,82039,LAAYAYTA,OULAD GNAOU,BENI MELLAL,SETTAT,commune OULAD GNAOU  23022 BENI MELLAL,-6.493000000000000,32.334000000000003,60,2302,Béni Mellal,534292
1473,1103,86033,OULAD SAID EL OUED,OULAD SAID L'OUED,BENI MELLAL,SETTAT,commune OULAD SAID L'OUED  23373 BENI MELLAL,-6.367000000000000,32.542999999999999,60,2302,Béni Mellal,534292
1474,1104,86032,OULED YOUSSEF,OULAD YOUSSEF,BENI MELLAL,SETTAT,commune OULAD SAID L'OUED  23374 BENI MELLAL,-6.483000000000000,32.566000000000003,60,2302,Béni Mellal,534292
1475,1111,82040,M'GHILA,OULAD YAICH,BENI MELLAL,SETTAT,commune OULAD YAICH  23023 BENI MELLAL,-6.352000000000000,32.369000000000000,60,2302,Béni Mellal,534292
1476,1112,81931,EL BAZZAZA,OULAD YAICH,BENI MELLAL,SETTAT,commune OULAD YAICH  23522 BENI MELLAL,-6.376000000000000,32.442999999999998,60,2302,Béni Mellal,534292
1477,1113,81930,ZOUAIR,OULAD YAICH,BENI MELLAL,SETTAT,commune OULAD YAICH  23523 BENI MELLAL,-6.279000000000000,32.456000000000003,60,2302,Béni Mellal,534292
1478,1158,86030,SEMGUET,SEMGUET,BENI MELLAL,SETTAT,commune SEMGUET  23375 BENI MELLAL,-6.242000000000000,32.618000000000002,60,2302,Béni Mellal,534292
1479,1258,81430,FECHTALA,TAGHZIRT,BENI MELLAL,SETTAT,commune TAGHZIRT  23272 BENI MELLAL,-6.248000000000000,32.381999999999998,60,2302,Béni Mellal,534292
1480,1259,82631,FERYATA,TAGHZIRT,BENI MELLAL,SETTAT,commune TAGHZIRT  23672 BENI MELLAL,-6.222000000000000,32.415999999999997,60,2302,Béni Mellal,534292
1481,1282,82630,TANORHA,TANOUGHA,BENI MELLAL,SETTAT,commune TANOUGHA  23674 BENI MELLAL,-6.148000000000000,32.475999999999999,60,2302,Béni Mellal,534292
1482,1332,86330,TIZI NISLY,TIZI N'ISLY,BENI MELLAL,SETTAT,commune TIZI N'ISLY  23073 BENI MELLAL,-5.770000000000000,32.469000000000001,60,2302,Béni Mellal,534292
1483,1558,86100,EL KSIBA,EL KSIBA,BENI MELLAL,SETTAT,Quartier Administratif Quartier Administratif 23153 EL KSIBA,-6.036000000000000,32.560000000000002,60,2302,Béni Mellal,534292
1484,1568,86400,KASBA TADLA HAY BOUDRAA,KASBA TADLA,BENI MELLAL,SETTAT,Quartier Boudraa 23352 Kasba Tadla,-6.264000000000000,32.585000000000001,60,2302,Béni Mellal,534292
1485,1573,85200,BENI MELLAL HAY MOHAMMADI,BENI MELLAL,BENI MELLAL,SETTAT,Quartier Hay Mohammadi 23003 Bèni Mellal,-6.358000000000000,32.344999999999999,60,2302,Béni Mellal,534292
1486,147,85160,SEBT OULAD NEMMA AVENUE DES FAR,SOUK SEBT OULAD NEMMA,BENI MELLAL,SETTAT,AVENUE DES FAR 23553 SEBT OULAD NEMMA,-6.703000000000000,32.290999999999997,61,2303,Fquih Ben Salah,476753
1487,247,85500,FQUIH BEN SALEH GARE,FQUIH BEN SALAH,BENI MELLAL,SETTAT,Bd Hasan II route de souk sebt  Quartier Administratif 23202 Fkih Ben Salah,-6.684000000000000,32.502000000000002,61,2303,Fquih Ben Salah,476753
1488,277,85000,FKIH BEN SALAH,FQUIH BEN SALAH,BENI MELLAL,SETTAT,Bd Mohamed V Quartier Administratif 23203 FQUIH BEN SALAH,-6.688000000000000,32.509999999999998,61,2303,Fquih Ben Salah,476753
1489,291,85100,SEBT OULAD NEMMA,SOUK SEBT OULAD NEMMA,BENI MELLAL,SETTAT,Bd Mohamed VI 23552 SOUK SEBT OULAD NEMMA,-6.711000000000000,32.301000000000002,61,2303,Fquih Ben Salah,476753
1490,391,85310,BRADIA SANABIL,BRADIA,BENI MELLAL,SETTAT,"Centre Bradia lotissement sanabil, Had bradia 23060 BRADIA",-6.532000000000000,32.445000000000000,61,2303,Fquih Ben Salah,476753
1491,394,82100,DAR OULD ZIDOUH,DAR OULAD ZIDOUH,BENI MELLAL,SETTAT,Centre Dar Oulad Zidouh 23102 BENI MELLAL,-6.902000000000000,32.311999999999998,61,2303,Fquih Ben Salah,476753
1492,414,85300,HAD BRADIA,BRADIA,BENI MELLAL,SETTAT,Centre Had Bradia 23302 BENI MELLAL,-6.535000000000000,32.453000000000003,61,2303,Fquih Ben Salah,476753
1493,456,81600,KHEMIS OULAD AYAD,OULAD AYAD,BENI MELLAL,SETTAT,Centre Ouled Ayaad 23402 OULAD AYAD,-6.801000000000000,32.209000000000003,61,2303,Fquih Ben Salah,476753
1494,641,85034,OULAD HASSOUN,AL KHALFIA,BENI MELLAL,SETTAT,commune AL KHALFIA  23225 BENI MELLAL,-6.540000000000000,32.530000000000001,61,2303,Fquih Ben Salah,476753
1495,642,85035,OULED ABDELLAH,AL KHALFIA,BENI MELLAL,SETTAT,commune AL KHALFIA  23226 BENI MELLAL,-6.456000000000000,32.497000000000000,61,2303,Fquih Ben Salah,476753
1496,721,85030,KHEMIS BNI CHAGDAL,BNI CHEGDALE,BENI MELLAL,SETTAT,commune BNI CHEGDALE  23224 BENI MELLAL,-6.954000000000000,32.448000000000000,61,2303,Fquih Ben Salah,476753
1497,763,85331,LAHLALMA,BRADIA,BENI MELLAL,SETTAT,commune BRADIA  23322 BENI MELLAL,-6.543000000000000,32.384999999999998,61,2303,Fquih Ben Salah,476753
1498,764,85330,OULAD ALI LOUED,BRADIA,BENI MELLAL,SETTAT,commune BRADIA  23323 BENI MELLAL,-6.470000000000000,32.444000000000003,61,2303,Fquih Ben Salah,476753
1499,765,85332,OULAD DRISS BRADIA,BRADIA,BENI MELLAL,SETTAT,commune BRADIA  23324 BENI MELLAL,-6.538000000000000,32.381000000000000,61,2303,Fquih Ben Salah,476753
1500,842,82130,HAD OULAD BOUMOUSSA,HAD BOUMOUSSA,BENI MELLAL,SETTAT,commune HAD BOUMOUSSA  23122 BENI MELLAL,-6.940000000000000,32.238000000000000,61,2303,Fquih Ben Salah,476753
1501,845,85032,HAL EL MARBAA,HEL MERBAA,BENI MELLAL,SETTAT,commune HEL MERBAA  23223 BENI MELLAL,-6.596000000000000,32.479999999999997,61,2303,Fquih Ben Salah,476753
1502,912,85033,EL KRIFATE,KRIFATE,BENI MELLAL,SETTAT,commune KRIFATE  23222 BENI MELLAL,-6.692000000000000,32.555999999999997,61,2303,Fquih Ben Salah,476753
1503,1075,85132,OULAD BOURAHMOUNE,OULAD BOURAHMOUNE,BENI MELLAL,SETTAT,commune OULAD BOURAHMOUNE  23573 BENI MELLAL,-6.670000000000000,32.259999999999998,61,2303,Fquih Ben Salah,476753
1504,1115,85133,OULED ZMAM,OULAD ZMAM,BENI MELLAL,SETTAT,commune OULAD ZMAM  23575 BENI MELLAL,-6.695000000000000,32.399999999999999,61,2303,Fquih Ben Salah,476753
1505,1177,85130,SIDI AISSA,SIDI AISSA BEN ALI,BENI MELLAL,SETTAT,commune SIDI AISSA BEN ALI  23574 BENI MELLAL,-6.689000000000000,32.341000000000001,61,2303,Fquih Ben Salah,476753
1506,1213,85131,EL KRAZZA,SIDI HAMMADI,BENI MELLAL,SETTAT,commune SIDI HAMMADI  23572 BENI MELLAL,-6.562000000000000,32.262999999999998,61,2303,Fquih Ben Salah,476753
1507,1549,85400,BNI OUKIL,BNI OUKIL,BENI MELLAL,SETTAT,Quartier Administratif bni oukil 23005 BENI MELLAL,-6.856000000000000,32.567000000000000,61,2303,Fquih Ben Salah,476753
1508,1692,85060,FKIH BEN SALAH HAY RAJA,FQUIH BEN SALAH,BENI MELLAL,SETTAT,Rue Raja  23204 FQUIH BEN SALAH,-6.702000000000000,32.491000000000000,61,2303,Fquih Ben Salah,476753
1509,170,47000,CHEFCHAOUEN,CHEFCHAOUEN,CHEFCHAOUEN,TANGER,Avenue Hassan II et avenu moulay driss Centre Ville 91004 CHEFCHAOUEN,-5.260000000000000,35.168999999999997,62,2401,Chefchaouen,494220
1510,370,47100,BAB BERRET,BAB BERRED,CHEFCHAOUEN,TANGER,Centre bab barred 91052 CHEFCHAOUEN,-4.891000000000000,34.997999999999998,62,2401,Chefchaouen,494220
1511,372,48100,BAB TAZA,BAB TAZA,CHEFCHAOUEN,TANGER,Centre bab taza 91002 CHEFCHAOUEN,-5.201000000000000,35.058999999999997,62,2401,Chefchaouen,494220
1512,379,47700,BNI AHMED,BNI AHMED CHERQIA,CHEFCHAOUEN,TANGER,Centre BNI AHMED CHERQIA   91102 CHEFCHAOUEN,-5.065000000000000,34.854999999999997,62,2401,Chefchaouen,494220
1513,427,47800,JEBHA,JEBHA,CHEFCHAOUEN,TANGER,Centre jebha 91153 CHEFCHAOUEN,-4.657000000000000,35.204999999999998,62,2401,Chefchaouen,494220
1514,442,48000,MOKRISSET,MOQRISSET,CHEFCHAOUEN,TANGER,Centre moqrisset 91152 CHEFCHAOUEN,-5.343000000000000,34.917999999999999,62,2401,Chefchaouen,494220
1515,488,48200,STEHA,STEHA,CHEFCHAOUEN,TANGER,Centre steha 91003 CHEFCHAOUEN,-4.972000000000000,35.348999999999997,62,2401,Chefchaouen,494220
1516,526,47200,ZOUMI,ZOUMI,CHEFCHAOUEN,TANGER,Centre zoumi 91202 CHEFCHAOUEN,-5.346000000000000,34.798999999999999,62,2401,Chefchaouen,494220
1517,561,47031,AIN BEIDA,AIN BEIDA,CHEFCHAOUEN,TANGER,commune AIN BEIDA  91022 CHEFCHAOUEN,-5.471000000000000,35.015000000000001,62,2401,Chefchaouen,494220
1518,658,47834,AMTAR,AMTAR,CHEFCHAOUEN,TANGER,commune AMTAR  91173 CHEFCHAOUEN,-4.792000000000000,35.243000000000002,62,2401,Chefchaouen,494220
1519,678,33033,ASJEN,ASJEN,CHEFCHAOUEN,TANGER,commune ASJEN  91024 CHEFCHAOUEN,-5.620000000000000,34.850999999999999,62,2401,Chefchaouen,494220
1520,715,47731,BNI AHMED GHARBIA,BNI AHMED GHARBIA,CHEFCHAOUEN,TANGER,commune BNI AHMED GHARBIA  91123 CHEFCHAOUEN,-5.098000000000000,34.832999999999998,62,2401,Chefchaouen,494220
1521,720,48230,BENI BOUZRA,BNI BOUZRA,CHEFCHAOUEN,TANGER,commune BNI BOUZRA  91034 CHEFCHAOUEN,-4.950000000000000,35.320999999999998,62,2401,Chefchaouen,494220
1522,722,47043,DERKOUL,BNI DARKOUL,CHEFCHAOUEN,TANGER,commune BNI DARKOUL  91032 CHEFCHAOUEN,-5.071000000000000,35.034999999999997,62,2401,Chefchaouen,494220
1523,727,47041,TLATA ASSIFANE,BNI MANSOUR,CHEFCHAOUEN,TANGER,commune BNI MANSOUR 91046 CHEFCHAOUEN,-4.918000000000000,35.093000000000004,62,2401,Chefchaouen,494220
1524,732,47042,BENI RZEN,BNI RZINE,CHEFCHAOUEN,TANGER,commune BNI RZINE  91025 CHEFCHAOUEN,-4.716000000000000,35.017000000000003,62,2401,Chefchaouen,494220
1525,733,47036,ASIFANE,BNI SELMANE,CHEFCHAOUEN,TANGER,commune BNI SELMANE  91023 CHEFCHAOUEN,-4.962000000000000,35.110999999999997,62,2401,Chefchaouen,494220
1526,735,47833,BNI SMIH,BNI SMIH,CHEFCHAOUEN,TANGER,commune BNI SMIH  91172 CHEFCHAOUEN,-4.702000000000000,35.137999999999998,62,2401,Chefchaouen,494220
1527,767,47037,BRIKCHA,BRIKCHA,CHEFCHAOUEN,TANGER,commune BRIKCHA  91026 CHEFCHAOUEN,-5.570000000000000,34.935000000000002,62,2401,Chefchaouen,494220
1528,786,47030,DERDERA,DERDARA,CHEFCHAOUEN,TANGER,commune DERDARA 91042 CHEFCHAOUEN,-5.288000000000000,35.109000000000002,62,2401,Chefchaouen,494220
1529,820,48130,FIFI,FIFI,CHEFCHAOUEN,TANGER,commune FIFI  91033 CHEFCHAOUEN,-5.223000000000000,34.941000000000003,62,2401,Chefchaouen,494220
1530,882,47131,IOUANE,IOUNANE,CHEFCHAOUEN,TANGER,commune IOUNANE  91073 CHEFCHAOUEN,-4.856000000000000,35.036999999999999,62,2401,Chefchaouen,494220
1531,926,47044,HAD RHDIR KROUCH,LAGHDIR,CHEFCHAOUEN,TANGER,commune LAGHDIR 91043 CHEFCHAOUEN,-5.403000000000000,35.029000000000003,62,2401,Chefchaouen,494220
1532,967,47732,MANSOURA,MANSOURA,CHEFCHAOUEN,TANGER,commune MANSOURA  91124 CHEFCHAOUEN,-4.965000000000000,34.835000000000001,62,2401,Chefchaouen,494220
1533,1042,47835,OUAOUZGANE,OUAOUZGANE,CHEFCHAOUEN,TANGER,commune OUAOUZGANE  91174 CHEFCHAOUEN,-4.542000000000000,35.052000000000000,62,2401,Chefchaouen,494220
1534,1050,47730,EL MELHA,OUED MALHA,CHEFCHAOUEN,TANGER,commune OUED MALHA  91122 CHEFCHAOUEN,-5.038000000000000,34.924999999999997,62,2401,Chefchaouen,494220
1535,1267,47035,TALEMBOTE,TALAMBOTE,CHEFCHAOUEN,TANGER,commune TALAMBOTE 91044 CHEFCHAOUEN,-5.187000000000000,35.250999999999998,62,2401,Chefchaouen,494220
1536,1278,47130,TAMOROTE,TAMOROT,CHEFCHAOUEN,TANGER,commune TAMOROT  91072 CHEFCHAOUEN,-4.777000000000000,34.933999999999997,62,2401,Chefchaouen,494220
1537,1279,47038,TANACOB,TANAQOUB,CHEFCHAOUEN,TANGER,commune TANAQOUB 91045 CHEFCHAOUEN,-5.455000000000000,35.106000000000002,62,2401,Chefchaouen,494220
1538,1329,47832,KAA ASRASS,TIZGANE,CHEFCHAOUEN,TANGER,commune TIZGANE  91035 CHEFCHAOUEN,-5.071000000000000,35.408999999999999,62,2401,Chefchaouen,494220
1539,431,38800,KSAR SGHIR,KSAR SGHIR,FAHS ANJRA,TANGER,Centre Ksar El Majaz   94152 FAHS ANJRA,-5.564000000000000,35.838999999999999,63,2402,Fahs-Anjra,115078
1540,435,39400,MELLOUSSA,MALLOUSSA,FAHS ANJRA,TANGER,Centre Malloussa   94053 FAHS ANJRA,-5.698000000000000,35.712000000000003,63,2402,Fahs-Anjra,115078
1541,662,45036,ZOCO JEMIS DE ANYERA,ANJRA,FAHS ANJRA,TANGER,commune ANJRA 94026 FAHS ANJRA,-5.513000000000000,35.667999999999999,63,2402,Fahs-Anjra,115078
1542,897,45037,HAKKAMA,JOUAMAA,FAHS ANJRA,TANGER,commune JOUAMAA 94031 FAHS ANJRA,-5.680000000000000,35.640999999999998,63,2402,Fahs-Anjra,115078
1543,966,45043,EL BORCH,MALLOUSSA,FAHS ANJRA,TANGER,commune MALLOUSSA 94025 FAHS ANJRA,-5.670000000000000,35.716000000000001,63,2402,Fahs-Anjra,115078
1544,1257,45130,TARHREMT,TAGHRAMT,FAHS ANJRA,TANGER,commune TAGHRAMT 94122 FAHS ANJRA,-5.471000000000000,35.786999999999999,63,2402,Fahs-Anjra,115078
1545,6,32000,LARACHE PPAL,LARACHE,LARACHE,TANGER,11 Avenue Mohammed V Centre Ville 92004 LARACHE,-6.149000000000000,35.161999999999999,64,2403,Larache,508605
1546,337,31300,LARACHE AL OUAFA,LARACHE,LARACHE,TANGER,Bureau de poste  Al Wafa 92003 LARACHE,-6.137000000000000,35.183999999999997,64,2403,Larache,508605
1547,338,31200,KSAR EL KEBIR HAY ESSALAM,KSAR EL KEBIR,LARACHE,TANGER,Bureau PTT Hay Essalam 92152 KSAR EL KEBIR,-5.908000000000000,35.012000000000000,64,2403,Larache,508605
1548,358,32400,AL AOUAMRA,LAOUAMRA,LARACHE,TANGER,Centre Al aouamra   92052 LARACHE,-6.105000000000000,35.036000000000001,64,2403,Larache,508605
1549,434,32600,KHEMIS SAHEL,KHEMIS SAHEL,LARACHE,TANGER,Centre khemis Sahel larache 92102 LARACHE,-6.079000000000000,35.255000000000003,64,2403,Larache,508605
1550,464,32500,SEBT BNI GARFET,BNI GARFETT,LARACHE,TANGER,Centre Sebt bni garfet 92002 LARACHE,-5.831000000000000,35.256000000000000,64,2403,Larache,508605
1551,500,31100,TATOUFET,TATOFT,LARACHE,TANGER,Centre tatouft   92202 LARACHE,-5.770000000000000,35.031999999999996,64,2403,Larache,508605
1552,503,31000,KSAR EL KEBIR PPAL,KSAR EL KEBIR,LARACHE,TANGER,Centre téléphonique Avenue My Ali Boughaleb Centre Ville 92153 KSAR EL KEBIR,-5.908000000000000,34.990000000000002,64,2403,Larache,508605
1553,510,32200,TLATA RISSANA,RISSANA CHAMALIA,LARACHE,TANGER,Centre tlat Rissana chamalia   92252 LARACHE,-5.925000000000000,35.234000000000002,64,2403,Larache,508605
1554,689,32035,ARBAA AYACHA,AYACHA,LARACHE,TANGER,commune AYACHA  92022 LARACHE,-5.900000000000000,35.378000000000000,64,2403,Larache,508605
1555,716,32033,SIDI ALI,BNI AROUSS,LARACHE,TANGER,commune BNI AROUSS  92023 LARACHE,-5.629000000000000,35.302999999999997,64,2403,Larache,508605
1556,1146,32230,RISSANA JANOUBIA,RISSANA JANOUBIA,LARACHE,TANGER,commune RISSANA JANOUBIA  92272 LARACHE,-5.961000000000000,35.165999999999997,64,2403,Larache,508605
1557,1241,31030,MECHERAH,SOUK L'QOLLA,LARACHE,TANGER,commune SOUK L'QOLLA  92172 LARACHE,-5.653000000000000,35.106000000000002,64,2403,Larache,508605
1558,1242,31031,SOUK TOLBA,SOUK TOLBA,LARACHE,TANGER,commune SOUK TOLBA  92173 LARACHE,-5.855000000000000,35.128999999999998,64,2403,Larache,508605
1559,1303,45034,MOULAY ABDESSLAM,TAZROUTE,LARACHE,TANGER,commune TAZROUTE 93034 LARACHE,-5.547000000000000,35.274999999999999,64,2403,Larache,508605
1560,1354,23530,ZAAROURA,ZAAROURA,LARACHE,TANGER,commune ZAAROURA  92024 LARACHE,-5.662000000000000,35.223999999999997,64,2403,Larache,508605
1561,1370,32430,ZOUADA,ZOUADA,LARACHE,TANGER,commune ZOUADA  92072 LARACHE,-6.067000000000000,35.057000000000002,64,2403,Larache,508605
1562,25,45062,TETOUAN CABO NEGRO,MARTIL,TETOUAN,TANGER,6 Bloc3 2Tranche  ONA  LO  93153 MARTIL,-5.292000000000000,35.633000000000003,65,2404,M’Diq-Fnideq,184947
1563,205,45100,FNIDEQ,FNIDQ,TETOUAN,TANGER,"Avenue Mohammed V, Place Al Adala Centre Ville FNIDEQ 93102 FNIDQ",-5.377000000000000,35.814999999999998,65,2404,M’Diq-Fnideq,184947
1564,976,45330,RESTINGA,M'DIQ,TETOUAN,TANGER,commune M'DIQ  93222,-5.330000000000000,35.692000000000000,65,2404,M’Diq-Fnideq,184947
1565,1609,45300,MDIQ,M'DIQ,TETOUAN,TANGER,Route de Sebta Av Tarek Ben Ziad 93202 MDIQ,-5.323000000000000,35.677999999999997,65,2404,M’Diq-Fnideq,184947
1566,2,39067,TANGER MEDINA GARE,CHARF-MGHOGHA,TANGER ASSILAH,TANGER,1 Comp Gare ONCF Nouvelle La Feraille 90023 TANGER,-5.798000000000000,35.767000000000003,66,2405,Tanger-Assilah,954533
1567,3,39063,TANGER BIR CHIFAE,BNI MAKADA,TANGER ASSILAH,TANGER,N3 1 Lot El Khair  TF 668  90016 TANGER,-5.817000000000000,35.744000000000000,66,2405,Tanger-Assilah,954533
1568,4,32100,ASILAH,ASSILAH,TANGER ASSILAH,TANGER,1 Place des Nations Unies Centre Ville 90055 ASSILAH,-6.025000000000000,35.463000000000001,66,2405,Tanger-Assilah,954533
1569,8,39200,TANGER DRISSIA,CHARF-MGHOGHA,TANGER ASSILAH,TANGER,147 Rue Tarik Ibno Ziad Lot Nahda Drissia 90002 TANGER,-5.800000000000000,35.753999999999998,66,2405,Tanger-Assilah,954533
1570,12,39066,TANGER MGHOGHA GARE,CHARF-MGHOGHA,TANGER ASSILAH,TANGER,260 Route de Tétouan Zone Ind Route de Tétouan 90024 TANGER,-5.783000000000000,35.753000000000000,66,2405,Tanger-Assilah,954533
1571,13,39000,TANGER PPAL,TANGER-MEDINA,TANGER ASSILAH,TANGER,33 Avenue Mohammed V Centre Ville 90013 TANGER,-5.806000000000000,35.777999999999999,66,2405,Tanger-Assilah,954533
1572,15,32160,ASSILAH IBNOU HANBAL,ASSILAH,TANGER ASSILAH,TANGER,35 Av Imam Ibn Hanbal  Asilah 90015 ASSILAH,-6.038000000000000,35.445000000000000,66,2405,Tanger-Assilah,954533
1573,16,39060,TANGER BNI MAKADA,CHARF-SOUANI,TANGER ASSILAH,TANGER,4 Rue 108 Boutouim Lot Boughaz  90026 TANGER,-5.813000000000000,35.761000000000003,66,2405,Tanger-Assilah,954533
1574,17,39900,GZENAYA,GUEZNAIA,TANGER ASSILAH,TANGER,4160 Quart Gzenaya 1 B Gzenaya 90102 TANGER ASSILAH,-5.918000000000000,35.709000000000003,66,2405,Tanger-Assilah,954533
1575,20,39700,TANGER AL MAJD,CHARF-MGHOGHA,TANGER ASSILAH,TANGER,496 Lot Al Majd B 90014 TANGER,-5.797000000000000,35.746000000000002,66,2405,Tanger-Assilah,954533
1576,21,39600,TANGER VAL FLEURI,TANGER-MEDINA,TANGER ASSILAH,TANGER,51 Rue Ajdir Val Fleuri 90006 TANGER,-5.831000000000000,35.777999999999999,66,2405,Tanger-Assilah,954533
1577,22,39062,TANGER ZONE FRANCHE,TANGER-MEDINA,TANGER ASSILAH,TANGER,53 Quart Zone Franche Portière 90034 TANGER,-5.805000000000000,35.784999999999997,66,2405,Tanger-Assilah,954533
1578,26,39300,TANGER MSALLAH,TANGER-MEDINA,TANGER ASSILAH,TANGER,7 Rue M'Sallah M'Sallah 90003 TANGER,-5.815000000000000,35.780999999999999,66,2405,Tanger-Assilah,954533
1579,28,39500,TANGER DRADEB,TANGER-MEDINA,TANGER ASSILAH,TANGER,76 Rue Imam Mouslim Dradeb 90005 TANGER,-5.828000000000000,35.786000000000001,66,2405,Tanger-Assilah,954533
1580,36,39061,TANGER AEROPORT,TANGER-MEDINA,TANGER ASSILAH,TANGER,Aéroport Tanger Ibn Battouta tanger 90032,-5.913000000000000,35.725999999999999,66,2405,Tanger-Assilah,954533
1581,367,32700,TNINE SIDI EL YAMANI,SIDI LYAMANI,TANGER ASSILAH,TANGER,Centre Asilah 90054 TANGER ASSILAH,-5.980000000000000,35.369999999999997,66,2405,Tanger-Assilah,954533
